age,agent,birth_date,career_stats_career_appearances,career_stats_career_assists,career_stats_career_goals,career_stats_career_minutes,citizenship,club,height,market_value,name,national_caps,national_goals,position,profile_url,season_stats_appearances,season_stats_assists,season_stats_goals,season_stats_minutes
24,One Team Football,"May 29, 2001",167,5,8,13029,France,Stade Rennais,"1,86 m","€10.00m Jun 3, 2025",Anthony Rouault,,,Centre-Back,https://www.transfermarkt.com/anthony-rouault/profil/spieler/690799,39,-,1,"3,076'"
24,,"Apr 26, 2001",229,41,55,16420,Argentina,Olympique Lyon,"1,71 m","€25.00m Jun 3, 2025",Thiago Almada,,,Attacking Midfield,https://www.transfermarkt.com/thiago-almada/profil/spieler/576028,21,5,2,"1,244'"
20,Roc Nation Sports,"Mar 31, 2005",139,17,24,7316,Belgium,Olympique Lyon,"1,69 m","€30.00m Jun 3, 2025",Malick Fofana,1,0,Left Winger,https://www.transfermarkt.com/malick-fofana/profil/spieler/743386,41,6,11,"2,280'"
21,ROOF,"Nov 1, 2003",120,9,30,7356,Ghana,Olympique Lyon,"1,78 m","€15.00m Jun 3, 2025",Ernest Nuamah,12,3,Right Winger,https://www.transfermarkt.com/ernest-nuamah/profil/spieler/955070,33,2,6,"1,606'"
36,Universal Twenty Two,"Aug 1, 1988",665,42,29,49376,Serbia,Olympique Lyon,"1,94 m","€2.00m Jun 3, 2025",Nemanja Matic,48,2,Defensive Midfield,https://www.transfermarkt.com/nemanja-matic/profil/spieler/74683,,,,
22,HD,"Jun 18, 2003",103,4,16,6867,France,Lens,"1,80 m","€800k Jun 3, 2025",Tom Pouilly,,,Defensive Midfield,https://www.transfermarkt.com/tom-pouilly/profil/spieler/917817,,,,
22,FAIR SPORT MNG,"Mar 3, 2003",120,8,25,7086,Guadeloupe,Lens,"1,84 m","€2.00m Jun 3, 2025",Rémy Labeau Lascary,,,Centre-Forward,https://www.transfermarkt.com/remy-labeau-lascary/profil/spieler/917778,16,1,2,680'
24,SBB Global,"Nov 7, 2000",166,17,29,9537,Morocco,Lens,"1,76 m","€8.00m Jun 3, 2025",Anass Zaroury,4,0,Attacking Midfield,https://www.transfermarkt.com/anass-zaroury/profil/spieler/491296,29,3,2,"1,431'"
30,Wasserman,"Apr 19, 1995",297,16,63,14809,France,Lens,"1,71 m","€3.00m Jun 3, 2025",Wesley Saïd,1,0,Centre-Forward,https://www.transfermarkt.com/wesley-said/profil/spieler/182916,26,-,4,"1,040'"
34,,"Oct 1, 1990",507,18,,45438,Portugal,FC Nantes,"1,84 m","€1.20m Jun 3, 2025",Anthony Lopes,,,Goalkeeper,https://www.transfermarkt.com/anthony-lopes/profil/spieler/60561,,,,
33,,"Jan 8, 1992",356,18,,31803,Sweden,FC Nantes,"1,89 m","€600k Jun 3, 2025",Patrik Carlgren,1,0,Goalkeeper,https://www.transfermarkt.com/patrik-carlgren/profil/spieler/190280,7,,,596'
23,,"Nov 22, 2001",64,1,,5674,France,FC Nantes,"1,89 m","€50k Jun 3, 2025",Hugo Barbet,6,0,Goalkeeper,https://www.transfermarkt.com/hugo-barbet/profil/spieler/677820,,,,
26,Sport Cover,"Jan 23, 1999",348,23,,31234,France,FC Nantes,"1,96 m","€3.00m Jun 3, 2025",Alban Lafont,0,0,Goalkeeper,https://www.transfermarkt.com/alban-lafont/profil/spieler/357117,18,,,"1,620'"
23,Classico,"Jul 7, 2001",,,,,France,AJ Auxerre,"1,78 m","€5.00m Jun 3, 2025",Han-Noah Massengo,,,Central Midfield,https://www.transfermarkt.com/han-noah-massengo/profil/spieler/536508,26,1,-,"1,229'"
20,,"Jun 28, 2004",98,,8,6401,France,AJ Auxerre,"1,83 m","€8.00m Jun 3, 2025",Kévin Danois,5,2,Central Midfield,https://www.transfermarkt.com/kevin-danois/profil/spieler/743496,23,-,-,"1,474'"
20,,"Jun 14, 2005",21,3,7,1395,d'Ivoire,AJ Auxerre B,"1,78 m","€100k Jun 3, 2025",Aristide Zossou,,,Left Winger,https://www.transfermarkt.com/aristide-zossou/profil/spieler/1310513,21,3,7,"1,395'"
19,Wasserman,"Sep 2, 2005",73,3,15,3630,France,AJ Auxerre,"1,76 m",,Ben Viadere,,,Attacking Midfield,https://www.transfermarkt.com/ben-viadere/profil/spieler/1048496,,,,
25,GG11,"Feb 16, 2000",271,27,49,17498,d'Ivoire,AJ Auxerre,"1,77 m","€20.00m Jun 3, 2025",Hamed Junior Traoré,10,2,Attacking Midfield,https://www.transfermarkt.com/hamed-junior-traore/profil/spieler/391065,26,2,10,"2,108'"
22,,"Oct 19, 2002",118,19,12,7189,d'Ivoire,AJ Auxerre,"1,76 m","€1.20m Jun 3, 2025",Lasso Coulibaly,1,0,Right Winger,https://www.transfermarkt.com/lasso-coulibaly/profil/spieler/658534,4,-,2,87'
24,Key United,"Feb 5, 2001",149,21,6,7594,Netherlands,AJ Auxerre,"1,77 m","€150k Jun 3, 2025",Eros Maddy,2,0,Right Winger,https://www.transfermarkt.com/eros-maddy/profil/spieler/412934,6,-,-,261'
29,,"Jun 7, 1996",326,41,63,19922,France,AJ Auxerre,"1,69 m","€8.00m Jun 3, 2025",Gaëtan Perrin,,,Right Winger,https://www.transfermarkt.com/gaetan-perrin/profil/spieler/353404,,,,
25,VV Consulting,"Dec 8, 1999",192,26,41,11321,Mali,AJ Auxerre,"1,86 m","€4.00m Jun 3, 2025",Lassine Sinayoko,20,6,Centre-Forward,https://www.transfermarkt.com/lassine-sinayoko/profil/spieler/569140,35,9,5,"2,333'"
29,,"Nov 8, 1995",368,31,100,19051,Japan,AJ Auxerre,"1,80 m","€1.50m Jun 3, 2025",Ado Onaiwu,3,3,Centre-Forward,https://www.transfermarkt.com/ado-onaiwu/profil/spieler/308133,32,1,4,"1,035'"
28,Classico,"Jan 19, 1997",309,21,77,18414,France,AJ Auxerre,"1,84 m","€1.20m Jun 3, 2025",Florian Ayé,,,Centre-Forward,https://www.transfermarkt.com/florian-aye/profil/spieler/372713,27,-,2,623'
25,,"Aug 27, 1999",166,12,25,7235,Canada,AJ Auxerre,"1,91 m","€1.80m Jun 3, 2025",Theo Bair,,,Centre-Forward,https://www.transfermarkt.com/theo-bair/profil/spieler/501709,30,1,2,996'
28,,"Feb 23, 1997",253,20,,22798,France,Saint-Étienne,"1,81 m","€3.00m Jun 3, 2025",Gautier Larsonneur,2,0,Goalkeeper,https://www.transfermarkt.com/gautier-larsonneur/profil/spieler/357047,34,,,"3,033'"
24,,"Feb 3, 2001",33,3,,2941,Senegal,Saint-Étienne,"1,98 m","€50k Jun 3, 2025",Boubacar Fall,2,0,Goalkeeper,https://www.transfermarkt.com/boubacar-fall/profil/spieler/836132,5,,,450'
26,Horizon,"Mar 4, 1999",166,5,7,13500,France,Saint-Étienne,"1,93 m","€2.00m Jun 3, 2025",Mickaël Nade,,,Centre-Back,https://www.transfermarkt.com/mickael-nade/profil/spieler/494586,27,3,1,"2,368'"
29,,"Feb 15, 1996",261,3,11,21057,Congo,Saint-Étienne,"1,85 m","€1.20m Jun 3, 2025",Dylan Batubinsika,,,Centre-Back,https://www.transfermarkt.com/dylan-batubinsika/profil/spieler/289432,26,-,1,"2,107'"
35,,"Dec 1, 1989",301,6,,26822,France,Saint-Étienne,"1,92 m","€200k Jun 3, 2025",Brice Maubleu,0,0,Goalkeeper,https://www.transfermarkt.com/brice-maubleu/profil/spieler/78047,3,,,270'
37,,"Sep 28, 1987",466,3,25,40511,Morocco,Saint-Étienne,"1,90 m","€400k Jun 3, 2025",Yunis Abdelhamid,16,0,Centre-Back,https://www.transfermarkt.com/yunis-abdelhamid/profil/spieler/199704,18,-,-,"1,183'"
30,Kemari,"Nov 28, 1994",272,4,20,22068,France,Saint-Étienne,"1,85 m","€400k Jun 3, 2025",Anthony Briançon,,,Centre-Back,https://www.transfermarkt.com/anthony-briancon/profil/spieler/190338,2,-,-,46'
28,,"Dec 12, 1996",232,24,2,18174,France,Saint-Étienne,"1,77 m","€800k Jun 3, 2025",Pierre Cornud,,,Left-Back,https://www.transfermarkt.com/pierre-cornud/profil/spieler/536156,13,2,-,772'
28,,"Apr 15, 1997",178,6,6,14920,France,Saint-Étienne,"1,88 m","€900k Jun 3, 2025",Léo Pétrot,,,Left-Back,https://www.transfermarkt.com/leo-petrot/profil/spieler/412829,32,3,-,"2,671'"
26,Wasserman,"Oct 1, 1998",153,8,8,11302,Guadeloupe,Saint-Étienne,"1,76 m","€1.80m Jun 3, 2025",Yvann Maçon,0,0,Right-Back,https://www.transfermarkt.com/yvann-macon/profil/spieler/580747,13,-,-,859'
23,BS Group ...,"Jan 15, 2002",164,7,20,11816,France,Saint-Étienne,"1,89 m","€7.00m Jun 3, 2025",Pierre Ekwah,5,0,Defensive Midfield,https://www.transfermarkt.com/pierre-ekwah/profil/spieler/538994,31,-,1,"2,729'"
27,,"Jan 26, 1998",220,8,8,14829,France,Saint-Étienne,"1,88 m","€600k Jun 3, 2025",Lamine Fomba,4,1,Defensive Midfield,https://www.transfermarkt.com/lamine-fomba/profil/spieler/391376,10,-,-,486'
33,,"Jun 9, 1992",416,20,1,32382,France,Saint-Étienne,"1,79 m","€800k Jun 3, 2025",Dennis Appiah,1,0,Right-Back,https://www.transfermarkt.com/dennis-appiah/profil/spieler/111038,30,1,-,"2,216'"
23,PANTHERA,"Nov 13, 2001",170,8,5,11433,Morocco,Saint-Étienne,"1,65 m","€5.00m Jun 3, 2025",Benjamin Bouchouari,4,0,Central Midfield,https://www.transfermarkt.com/benjamin-bouchouari/profil/spieler/783094,26,-,1,"1,810'"
33,AGJ SP MGMT,"Apr 22, 1992",414,25,31,33419,France,Saint-Étienne,"1,81 m","€600k Jun 3, 2025",Florian Tardieu,,,Central Midfield,https://www.transfermarkt.com/florian-tardieu/profil/spieler/212804,24,4,2,"1,222'"
24,,"Apr 9, 2001",134,4,5,6540,Morocco,Saint-Étienne,"1,79 m","€2.50m Jun 3, 2025",Aïmen Moueffek,5,0,Central Midfield,https://www.transfermarkt.com/aimen-moueffek/profil/spieler/484992,22,1,-,"1,041'"
23,Kemari,"Jun 3, 2002",104,7,8,6335,France,Saint-Étienne,"1,80 m","€700k Jun 3, 2025",Louis Mouton,,,Central Midfield,https://www.transfermarkt.com/louis-mouton/profil/spieler/904662,27,1,-,"1,239'"
22,DV Sports,"Jun 8, 2003",155,16,32,10428,Serbia,Saint-Étienne,"1,66 m","€1.00m Jun 3, 2025",Igor Miladinovic,6,0,Attacking Midfield,https://www.transfermarkt.com/igor-miladinovic/profil/spieler/729872,14,1,3,633'
24,,"Feb 15, 2001",230,27,39,16118,Georgia,Saint-Étienne,"1,75 m","€10.00m Jun 3, 2025",Zuriko Davitashvili,46,6,Left Winger,https://www.transfermarkt.com/zuriko-davitashvili/profil/spieler/427572,34,8,9,"2,808'"
24,,"Nov 3, 2000",139,25,33,8892,Ghana,Saint-Étienne,"1,78 m","€2.50m Jun 3, 2025",Augustine Boakye,0,0,Attacking Midfield,https://www.transfermarkt.com/augustine-boakye/profil/spieler/579263,18,-,3,809'
22,,"Aug 13, 2002",120,16,11,6745,Zealand,Saint-Étienne,"1,73 m","€700k Jun 3, 2025",Ben Old,12,1,Left Winger,https://www.transfermarkt.com/ben-old/profil/spieler/617021,13,-,-,523'
27,Wasserman,"Aug 8, 1997",257,29,78,15066,France,Saint-Étienne,"1,85 m","€2.50m Jun 3, 2025",Irvin Cardona,5,1,Centre-Forward,https://www.transfermarkt.com/irvin-cardona/profil/spieler/342226,33,6,7,"1,767'"
20,Libera Sports,"Nov 29, 2004",95,14,38,6240,Belgium,Saint-Étienne,"1,83 m","€18.00m Jun 3, 2025",Lucas Stassin,9,2,Centre-Forward,https://www.transfermarkt.com/lucas-stassin/profil/spieler/655012,34,8,14,"2,285'"
29,Sport Cover,"Nov 27, 1995",222,13,72,13585,Mali,Saint-Étienne,"1,92 m","€1.80m Jun 3, 2025",Ibrahim Sissoko,8,1,Centre-Forward,https://www.transfermarkt.com/ibrahim-sissoko/profil/spieler/484888,22,1,3,919'
31,,"Apr 7, 1994",219,9,,19677,France,Le Havre AC,"1,96 m","€1.20m Jun 3, 2025",Arthur Desmas,,,Goalkeeper,https://www.transfermarkt.com/arthur-desmas/profil/spieler/379869,18,,,"1,620'"
30,,"May 5, 1995",191,12,64,12162,Senegal,Saint-Étienne,"1,75 m","€700k Jun 3, 2025",Ibrahima Wadji,11,4,Centre-Forward,https://www.transfermarkt.com/ibrahima-wadji/profil/spieler/364232,10,-,-,343'
34,,"Aug 5, 1990",143,6,,12741,France,Le Havre AC,"1,87 m","€300k Jun 3, 2025",Mathieu Gorgelin,1,0,Goalkeeper,https://www.transfermarkt.com/mathieu-gorgelin/profil/spieler/60543,17,,,"1,530'"
23,,"Apr 12, 2002",149,3,7,12072,Senegal,Le Havre AC,"1,89 m","€8.00m Jun 3, 2025",Arouna Sangante,0,0,Centre-Back,https://www.transfermarkt.com/arouna-sangante/profil/spieler/768380,16,-,3,"1,251'"
23,11WINS,"Jan 14, 2002",136,2,1,11360,France,Le Havre AC,"1,96 m","€7.00m Jun 3, 2025",Étienne Youté Kinkoué,,,Centre-Back,https://www.transfermarkt.com/etienne-youte-kinkoue/profil/spieler/639712,28,-,-,"2,320'"
29,,"Jul 18, 1995",168,5,11,14490,France,Le Havre AC,"1,91 m","€3.00m Jun 3, 2025",Gautier Lloris,3,0,Centre-Back,https://www.transfermarkt.com/gautier-lloris/profil/spieler/249636,31,1,2,"2,770'"
28,Horizon,"Jan 3, 1997",243,11,3,16851,Senegal,Le Havre AC,"1,82 m","€1.20m Jun 3, 2025",Fodé Ballo-Touré,16,0,Left-Back,https://www.transfermarkt.com/fode-ballo-toure/profil/spieler/296422,13,-,-,790'
27,S.O.M FOOTBALL,"Apr 28, 1998",168,13,10,13109,France,Le Havre AC,"1,83 m","€800k Jun 3, 2025",Yanis Zouaoui,,,Left-Back,https://www.transfermarkt.com/yanis-zouaoui/profil/spieler/691841,,,,
22,Sport Cover,"Sep 9, 2002",113,8,14,7188,France,Le Havre AC,"1,83 m","€2.50m Jun 3, 2025",Timothée Pembélé,1,0,Right-Back,https://www.transfermarkt.com/timothee-pembele/profil/spieler/538998,21,-,1,"1,198'"
34,Sport Cover,"Jan 15, 1991",463,61,49,37285,Hungary,Le Havre AC,"1,81 m","€700k Jun 3, 2025",Loïc Nego,42,2,Right-Back,https://www.transfermarkt.com/loic-nego/profil/spieler/122840,32,1,-,"2,554'"
34,,"Feb 19, 1991",261,8,6,19897,Morocco,Le Havre AC,"1,81 m","€300k Jun 3, 2025",Oualid El Hajjam,3,0,Right-Back,https://www.transfermarkt.com/oualid-el-hajjam/profil/spieler/283127,-,-,-,0'
22,Sport Cover,"May 11, 2003",106,5,7,7759,France,Le Havre AC,"1,84 m","€6.00m Jun 3, 2025",Junior Mwanga,3,0,Defensive Midfield,https://www.transfermarkt.com/junior-mwanga/profil/spieler/1011200,,,,
23,ND SPORTS MANAGEMENT,"Dec 11, 2001",176,7,11,9619,Senegal,Le Havre AC,"1,79 m","€2.00m Jun 3, 2025",Rassoul Ndiaye,1,0,Defensive Midfield,https://www.transfermarkt.com/rassoul-ndiaye/profil/spieler/662242,28,1,1,"1,122'"
28,,"Sep 7, 1996",,,,,France,Le Havre AC,"1,74 m","€150k Jun 3, 2025",Aloïs Confais,,,Defensive Midfield,https://www.transfermarkt.com/alois-confais/profil/spieler/292820,2,-,-,27'
31,,"Mar 3, 1994",310,11,27,22350,Guinea,Le Havre AC,"1,88 m","€3.00m Jun 3, 2025",Abdoulaye Touré,16,1,Defensive Midfield,https://www.transfermarkt.com/abdoulaye-toure/profil/spieler/181382,,,,
32,,"Jan 15, 1993",352,36,28,24039,Russia,Le Havre AC,"1,82 m","€3.50m Jun 3, 2025",Daler Kuzyaev,51,3,Central Midfield,https://www.transfermarkt.com/daler-kuzyaev/profil/spieler/279570,13,-,1,645'
23,,"Feb 25, 2002",137,10,13,9113,Morocco,Le Havre AC,"1,74 m","€5.00m Jun 3, 2025",Yassine Kechta,5,0,Central Midfield,https://www.transfermarkt.com/yassine-kechta/profil/spieler/667967,,,,
20,,"Feb 17, 2005",58,2,1,2411,France,Le Havre AC,"1,87 m","€2.00m Jun 3, 2025",Mahamadou Diawara,5,0,Central Midfield,https://www.transfermarkt.com/mahamadou-diawara/profil/spieler/1053147,,,,
19,,"Jun 7, 2006",44,1,19,2837,France,Le Havre AC,"1,82 m","€50k Jun 3, 2025",Ismaïl Bouneb,11,3,Attacking Midfield,https://www.transfermarkt.com/ismail-bouneb/profil/spieler/986286,5,-,3,433'
22,Classico,"Mar 12, 2003",111,5,18,5161,Guadeloupe,Le Havre AC,"1,89 m","€2.00m Jun 3, 2025",Antoine Joujou,0,0,Left Winger,https://www.transfermarkt.com/antoine-joujou/profil/spieler/1028162,27,2,-,"1,023'"
23,ND SPORTS MANAGEMENT,"Sep 24, 2001",157,23,14,10506,Guadeloupe,Le Havre AC,"1,78 m","€4.00m Jun 3, 2025",Josué Casimir,3,3,Right Winger,https://www.transfermarkt.com/josue-casimir/profil/spieler/763182,27,6,4,"2,006'"
24,FAIR SPORT MNG,"Oct 10, 2000",172,16,23,11202,Senegal,Le Havre AC,"1,82 m","€2.00m Jun 3, 2025",Issa Soumaré,,,Left Winger,https://www.transfermarkt.com/issa-soumare/profil/spieler/568698,29,4,5,"1,904'"
19,Classico,"Jun 10, 2006",70,,30,4011,Switzerland,Le Havre AC,"1,93 m",,Ruben Londja,2,0,Right Winger,https://www.transfermarkt.com/ruben-londja/profil/spieler/927369,4,-,-,218'
20,VV Consulting,"May 14, 2005",57,8,36,2960,Morocco,Le Havre AC,"1,72 m","€1.50m Jun 3, 2025",Ilyes Housni,0,0,Centre-Forward,https://www.transfermarkt.com/ilyes-housni/profil/spieler/825437,13,-,-,236'
32,,"Mar 5, 1993",406,33,131,23933,Egypt,Le Havre AC,"1,91 m","€800k Jun 3, 2025",Ahmed Hassan,32,6,Centre-Forward,https://www.transfermarkt.com/ahmed-hassan/profil/spieler/184816,27,1,5,"1,199'"
35,Wasserman,"Dec 17, 1989",590,54,163,42588,Ghana,Le Havre AC,"1,75 m","€600k Jun 3, 2025",André Ayew,120,24,Centre-Forward,https://www.transfermarkt.com/andre-ayew/profil/spieler/45403,28,1,4,"1,541'"
24,,"Aug 21, 2000",151,14,,13503,d'Ivoire,Angers SCO,"1,94 m","€7.00m Jun 3, 2025",Yahia Fofana,18,0,Goalkeeper,https://www.transfermarkt.com/yahia-fofana/profil/spieler/418651,33,,,"2,970'"
23,,"Mar 16, 2002",38,1,,3420,Congo,Angers SCO,"1,87 m","€300k Jun 3, 2025",Melvin Zinga,0,0,Goalkeeper,https://www.transfermarkt.com/melvin-zinga/profil/spieler/548347,5,,,450'
27,,"Apr 9, 1998",172,10,34,8688,Congo,Le Havre AC,"1,86 m","€400k Jun 3, 2025",Yann Kitala,1,0,Centre-Forward,https://www.transfermarkt.com/yann-kitala/profil/spieler/395677,-,-,-,0'
21,,"May 6, 2004",49,,14,2657,France,Le Havre AC,"1,88 m","€400k Jun 3, 2025",Elysée Logbo,3,2,Centre-Forward,https://www.transfermarkt.com/elysee-logbo/profil/spieler/770407,2,-,-,27'
19,Concept Sport Agency,"Jun 21, 2006",64,3,,5655,Mali,Angers SCO,"1,89 m",,Oumar Pona,0,0,Goalkeeper,https://www.transfermarkt.com/oumar-pona/profil/spieler/1073176,20,,,"1,755'"
31,,"Jan 19, 1994",295,5,6,25131,Benin,Angers SCO,"1,94 m","€1.20m Jun 3, 2025",Cédric Hountondji,29,2,Centre-Back,https://www.transfermarkt.com/cedric-hountondji/profil/spieler/198709,4,1,-,315'
31,,"Aug 9, 1993",339,17,4,26156,France,Angers SCO,"1,84 m","€1.50m Jun 3, 2025",Jordan Lefort,,,Centre-Back,https://www.transfermarkt.com/jordan-lefort/profil/spieler/192492,38,1,-,"3,301'"
20,,"May 8, 2005",62,,7,4550,France,Angers SCO,"1,85 m","€4.00m Jun 3, 2025",Emmanuel Biumla,7,1,Centre-Back,https://www.transfermarkt.com/emmanuel-biumla/profil/spieler/1071956,18,-,1,"1,424'"
35,,"Apr 25, 1990",443,18,3,35875,d'Ivoire,Angers SCO,"1,82 m","€300k Jun 3, 2025",Abdoulaye Bamba,4,0,Centre-Back,https://www.transfermarkt.com/abdoulaye-bamba/profil/spieler/62351,23,-,-,"1,871'"
22,,"Mar 6, 2003",88,1,1,6534,France,Angers SCO,"1,97 m","€400k Jun 3, 2025",Ousmane Camara,0,0,Centre-Back,https://www.transfermarkt.com/ousmane-camara/profil/spieler/804711,15,1,1,"1,330'"
21,,"Aug 19, 2003",96,,1,6575,Gabon,Angers SCO,"1,79 m","€800k Jun 3, 2025",Jacques Ekomié,8,0,Left-Back,https://www.transfermarkt.com/jacques-ekomie/profil/spieler/970279,21,-,-,960'
35,,"Feb 4, 1990",438,30,7,35839,France,Angers SCO,"1,77 m","€300k Jun 3, 2025",Florent Hanin,,,Left-Back,https://www.transfermarkt.com/florent-hanin/profil/spieler/111811,35,2,1,"2,774'"
25,FENOMENOW,"Aug 22, 1999",152,25,12,10649,Bosnia-Herzegovina,Angers SCO,"1,82 m","€150k Jun 3, 2025",Halid Sabanovic,6,0,Right-Back,https://www.transfermarkt.com/halid-sabanovic/profil/spieler/422986,3,-,-,119'
25,,"Jun 16, 2000",135,15,3,7483,France,Angers SCO,"1,78 m","€800k Jun 3, 2025",Lilian Raolisoa,,,Right-Back,https://www.transfermarkt.com/lilian-raolisoa/profil/spieler/829874,33,4,-,"1,613'"
31,,"Mar 20, 1994",290,9,20,19843,d'Ivoire,Angers SCO,"1,86 m","€2.00m Jun 3, 2025",Jean-Eudes Aholou,7,0,Defensive Midfield,https://www.transfermarkt.com/jean-eudes-aholou/profil/spieler/178313,29,-,2,"2,050'"
28,Kemari,"Jun 28, 1996",296,22,5,24565,Haiti,Angers SCO,"1,76 m","€1.80m Jun 3, 2025",Carlens Arcus,43,1,Right-Back,https://www.transfermarkt.com/carlens-arcus/profil/spieler/371686,30,1,-,"2,084'"
25,Concept Sport Agency,"Jan 14, 2000",88,4,4,5032,France,Angers SCO,"1,95 m","€400k Jun 3, 2025",Zinédine Ould Khaled,0,0,Defensive Midfield,https://www.transfermarkt.com/zinedine-ould-khaled/profil/spieler/650104,12,-,-,447'
18,,"Jan 1, 2007",37,,1,2557,France,Angers SCO,"1,82 m","€300k Jun 3, 2025",Marius Courcoul,8,0,Defensive Midfield,https://www.transfermarkt.com/marius-courcoul/profil/spieler/1075575,22,-,1,"1,237'"
31,,"Jan 28, 1994",377,6,11,30647,Algeria,Angers SCO,"1,77 m","€2.00m Jun 3, 2025",Haris Belkebla,11,0,Central Midfield,https://www.transfermarkt.com/haris-belkebla/profil/spieler/138055,24,2,-,"1,900'"
23,,"Feb 14, 2002",111,8,6,7519,Morocco,Angers SCO,"1,75 m","€1.00m Jun 3, 2025",Yassin Belkhdim,0,0,Central Midfield,https://www.transfermarkt.com/yassin-belkhdim/profil/spieler/807688,33,2,1,"1,860'"
30,,"Feb 27, 1995",241,21,29,15479,Gabon,Angers SCO,"1,72 m","€1.50m Jun 3, 2025",Jim Allevinah,26,8,Right Winger,https://www.transfermarkt.com/jim-allevinah/profil/spieler/646733,31,4,2,"1,951'"
38,FAIR SPORT MNG,"Apr 15, 1987",432,24,42,28323,France,Angers SCO,"1,81 m","€200k Jun 3, 2025",Pierrick Capelle,,,Central Midfield,https://www.transfermarkt.com/pierrick-capelle/profil/spieler/214532,19,-,-,718'
27,,"Jul 13, 1997",191,21,24,9817,Algeria,Angers SCO,"1,68 m","€3.50m Jun 3, 2025",Farid El Melali,2,0,Left Winger,https://www.transfermarkt.com/farid-el-melali/profil/spieler/425400,35,7,3,"2,018'"
25,,"Nov 17, 1999",227,15,29,15523,Algeria,Angers SCO,"1,85 m","€7.00m Jun 3, 2025",Himad Abdelli,3,0,Attacking Midfield,https://www.transfermarkt.com/himad-abdelli/profil/spieler/592979,,,,
32,,"Mar 1, 1993",400,89,35,29482,Algeria,Angers SCO,"1,80 m","€1.00m Jun 3, 2025",Zinedine Ferhat,13,0,Right Winger,https://www.transfermarkt.com/zinedine-ferhat/profil/spieler/232895,28,1,2,"1,127'"
20,SEG,"Dec 25, 2004",59,4,3,3570,France,Angers SCO,"1,71 m","€400k Jun 3, 2025",Justin Kalumba,0,0,Right Winger,https://www.transfermarkt.com/justin-kalumba/profil/spieler/1101641,8,2,-,358'
25,,"Apr 18, 2000",161,6,61,9323,France,Angers SCO,"1,81 m","€7.00m Jun 3, 2025",Estéban Lepaul,,,Centre-Forward,https://www.transfermarkt.com/esteban-lepaul/profil/spieler/461607,31,-,13,"1,866'"
25,Classico,"Mar 23, 2000",113,7,24,4346,Senegal,Angers SCO,"1,78 m","€3.00m Jun 3, 2025",Bamba Dieng,20,2,Centre-Forward,https://www.transfermarkt.com/bamba-dieng/profil/spieler/822458,22,2,6,741'
26,,"Mar 11, 1999",229,7,41,11244,Senegal,Angers SCO,"1,87 m","€1.00m Jun 3, 2025",Ibrahima Niane,15,6,Centre-Forward,https://www.transfermarkt.com/ibrahima-niane/profil/spieler/490417,28,1,3,"1,140'"
31,,"Jan 19, 1994",343,15,69,19077,France,Angers SCO,"1,79 m","€400k Jun 3, 2025",Adrien Hunou,12,2,Centre-Forward,https://www.transfermarkt.com/adrien-hunou/profil/spieler/203507,11,-,2,449'
18,Concept Sport Agency,"Dec 15, 2006",53,,20,3194,France,Angers SCO,"1,85 m","€800k Jun 3, 2025",Sidiki Chérif,0,0,Centre-Forward,https://www.transfermarkt.com/sidiki-cherif/profil/spieler/986288,8,-,-,337'
34,YSI Football,"Apr 26, 1991",402,11,,36008,France,Montpellier,"1,86 m","€1.50m Jun 3, 2025",Benjamin Lecomte,0,0,Goalkeeper,https://www.transfermarkt.com/benjamin-lecomte/profil/spieler/127181,30,,,"2,673'"
27,,"Jun 6, 1998",79,3,,6754,Congo,Montpellier,"1,80 m","€1.00m Jun 3, 2025",Dimitry Bertaud,5,0,Goalkeeper,https://www.transfermarkt.com/dimitry-bertaud/profil/spieler/371816,5,,,450'
23,,"Aug 9, 2001",158,6,,13942,Bosnia-Herzegovina,Montpellier,"1,89 m","€100k Jun 3, 2025",Belmin Dizdarevic,1,0,Goalkeeper,https://www.transfermarkt.com/belmin-dizdarevic/profil/spieler/483007,8,,,720'
23,,"Dec 3, 2001",105,,1,7094,d'Ivoire,Montpellier,"1,84 m","€4.00m Jun 3, 2025",Bamo Meïté,1,0,Centre-Back,https://www.transfermarkt.com/bamo-meite/profil/spieler/807165,10,-,-,452'
23,,"Jan 20, 2002",193,1,2,15427,Switzerland,Montpellier,"1,87 m","€4.50m Jun 3, 2025",Becir Omeragic,,,Centre-Back,https://www.transfermarkt.com/becir-omeragic/profil/spieler/507344,23,-,-,"1,893'"
28,,"Apr 15, 1997",218,3,11,17480,Mali,Montpellier,"1,92 m","€3.00m Jun 3, 2025",Kiki Kouyaté,36,0,Centre-Back,https://www.transfermarkt.com/kiki-kouyate/profil/spieler/211637,11,-,-,728'
26,,"Apr 14, 1999",194,1,11,14646,Mali,Montpellier,"1,87 m","€3.00m Jun 3, 2025",Modibo Sagnan,,,Centre-Back,https://www.transfermarkt.com/modibo-sagnan/profil/spieler/524925,27,-,2,"2,117'"
32,Classico,"Mar 22, 1993",337,19,37,29000,Guadeloupe,Montpellier,"1,96 m","€1.00m Jun 3, 2025",Christopher Jullien,0,0,Centre-Back,https://www.transfermarkt.com/christopher-jullien/profil/spieler/201737,1,-,-,45'
19,Smartalent,"Jul 23, 2005",72,,3,5667,France,Montpellier,"1,83 m","€600k Jun 3, 2025",Yaël Mouanga,,,Centre-Back,https://www.transfermarkt.com/yael-mouanga/profil/spieler/970364,21,-,-,"1,480'"
