age,agent,birth_date,career_stats_career_appearances,career_stats_career_assists,career_stats_career_goals,career_stats_career_minutes,citizenship,club,height,market_value,name,national_caps,national_goals,position,profile_url,season_stats_appearances,season_stats_assists,season_stats_goals,season_stats_minutes
24,Keypass AS,"Jun 15, 2001",200,11,8,12673,Norway,Holstein Kiel,"1,86 m","€2.50m Jun 5, 2025",Magnus Knudsen,5,0,Central Midfield,https://www.transfermarkt.com/magnus-knudsen/profil/spieler/651735,33,1,-,"1,897'"
23,,"Jan 19, 2002",146,15,10,10791,Germany,Holstein Kiel,"1,90 m","€1.50m Jun 5, 2025",Lasse Rosenboom,6,0,Right-Back,https://www.transfermarkt.com/lasse-rosenboom/profil/spieler/512352,32,3,6,"2,154'"
30,,"Jan 21, 1995",268,11,22,19904,Germany,Holstein Kiel,"1,96 m","€800k Jun 5, 2025",Patrick Erras,,,Defensive Midfield,https://www.transfermarkt.com/patrick-erras/profil/spieler/193859,12,-,1,968'
25,Tenet Football,"Jun 19, 2000",233,19,35,17577,Germany,Holstein Kiel,"1,88 m","€3.00m Jun 5, 2025",Nicolai Remberg,,,Central Midfield,https://www.transfermarkt.com/nicolai-remberg/profil/spieler/592534,33,1,-,"2,488'"
23,,"Apr 6, 2002",176,8,12,11325,Bosnia-Herzegovina,Holstein Kiel,"1,87 m","€3.00m Jun 5, 2025",Armin Gigovic,12,1,Central Midfield,https://www.transfermarkt.com/armin-gigovic/profil/spieler/651269,33,2,6,"2,085'"
34,ROOF,"Sep 18, 1990",550,96,78,38101,Germany,Holstein Kiel,"1,76 m","€500k Jun 5, 2025",Lewis Holtby,3,0,Central Midfield,https://www.transfermarkt.com/lewis-holtby/profil/spieler/55508,26,2,-,"1,325'"
30,Tenet Football,"Jan 15, 1995",353,30,49,25593,Germany,Holstein Kiel,"1,86 m","€700k Jun 5, 2025",Marvin Schulz,7,0,Defensive Midfield,https://www.transfermarkt.com/marvin-schulz/profil/spieler/168678,15,-,-,508'
26,,"Sep 8, 1998",138,14,36,7274,Sweden,Holstein Kiel,"1,85 m","€3.00m Jun 5, 2025",Alexander Bernhardsson,3,0,Right Winger,https://www.transfermarkt.com/alexander-bernhardsson/profil/spieler/633454,20,3,7,"1,362'"
21,ROOF Talents,"Feb 4, 2004",95,8,5,7053,Germany,Holstein Kiel,"1,91 m","€100k Jun 5, 2025",Aurel Wagbe,2,0,Left Midfield,https://www.transfermarkt.com/aurel-wagbe/profil/spieler/747983,28,6,-,"1,767'"
28,PRO Profil GmbH,"Feb 23, 1997",347,36,39,20484,Germany,Holstein Kiel,"1,80 m","€1.70m Jun 5, 2025",Finn Porath,,,Attacking Midfield,https://www.transfermarkt.com/finn-porath/profil/spieler/241307,33,3,2,"2,130'"
25,UNIO,"Sep 30, 1999",226,29,62,14614,Japan,Holstein Kiel,"1,85 m","€5.00m Jun 5, 2025",Shuto Machino,8,4,Centre-Forward,https://www.transfermarkt.com/shuto-machino/profil/spieler/550580,34,3,12,"2,139'"
23,,"Mar 25, 2002",199,12,83,11312,Germany,Holstein Kiel,"1,93 m","€4.00m Jun 5, 2025",Phil Harres,,,Centre-Forward,https://www.transfermarkt.com/phil-harres/profil/spieler/606119,34,3,10,"2,257'"
32,,"Nov 18, 1992",390,53,107,25563,Germany,Holstein Kiel,"1,74 m","€1.00m Jun 5, 2025",Steven Skrzybski,,,Attacking Midfield,https://www.transfermarkt.com/steven-skrzybski/profil/spieler/93827,25,3,6,"1,385'"
27,YOU FIRST,"Jul 20, 1997",243,34,68,15962,Austria,Holstein Kiel,"1,88 m","€1.50m Jun 5, 2025",Benedikt Pichler,,,Centre-Forward,https://www.transfermarkt.com/benedikt-pichler/profil/spieler/331362,21,2,2,939'
22,Soccer and more,"Aug 13, 2002",125,23,22,8619,Germany,Holstein Kiel,"1,81 m","€800k Jun 5, 2025",Andu Kelati,,,Left Winger,https://www.transfermarkt.com/andu-kelati/profil/spieler/719694,12,1,1,533'
25,FTC,"Jan 6, 2000",237,14,72,12269,Germany,Holstein Kiel,"1,86 m","€800k Jun 5, 2025",Fiete Arp,5,2,Centre-Forward,https://www.transfermarkt.com/fiete-arp/profil/spieler/343337,25,-,2,753'
25,,"Feb 22, 2000",123,10,8,7568,Denmark,VfB Stuttgart,"1,86 m","€400k Jun 5, 2025",Nikolas Nartey,16,2,Central Midfield,https://www.transfermarkt.com/nikolas-nartey/profil/spieler/400546,9,-,1,265'
28,YOU FIRST,"Jul 11, 1996",323,2,15,26787,Austria,SC Freiburg,"1,89 m","€12.00m Jun 5, 2025",Philipp Lienhart,,,Centre-Back,https://www.transfermarkt.com/philipp-lienhart/profil/spieler/225657,35,-,1,"2,966'"
19,11WINS,"Aug 11, 2005",109,20,33,6977,Germany,Bayern Munich,"1,80 m","€3.50m Jun 19, 2025",Maurice Krattenmacher,6,0,Attacking Midfield,https://www.transfermarkt.com/maurice-krattenmacher/profil/spieler/829316,33,8,3,"2,114'"
29,ROOF,"Dec 13, 1995",388,17,22,31399,Germany,Bor. M'gladbach,"1,93 m","€3.50m Jun 5, 2025",Marvin Friedrich,,,Centre-Back,https://www.transfermarkt.com/marvin-friedrich/profil/spieler/196231,24,1,-,"1,096'"
28,Sports360 GmbH,"Mar 18, 1997",321,44,20,22927,Germany,VfB Stuttgart,"1,80 m","€20.00m Jun 5, 2025",Maximilian Mittelstädt,14,1,Left-Back,https://www.transfermarkt.com/maximilian-mittelstadt/profil/spieler/282660,44,12,1,"3,561'"
21,,"May 3, 2004",95,10,54,5854,France,TSG Hoffenheim,"1,80 m","€1.00m Jun 5, 2025",David Mokwa,3,1,Centre-Forward,https://www.transfermarkt.com/david-mokwa/profil/spieler/974894,36,6,22,"2,474'"
26,,"Dec 16, 1998",157,5,8,10894,England,FC Augsburg,"1,90 m","€500k Jun 5, 2025",Reece Oxford,,,Centre-Back,https://www.transfermarkt.com/reece-oxford/profil/spieler/314295,,,,
26,,"Apr 9, 1999",182,4,1,12897,France,TSG Hoffenheim,"1,84 m","€2.50m Jun 5, 2025",Stanley Nsoki,1,0,Centre-Back,https://www.transfermarkt.com/stanley-nsoki/profil/spieler/371141,27,-,-,"1,740'"
