age,agent,birth_date,career_stats_career_appearances,career_stats_career_assists,career_stats_career_goals,career_stats_career_minutes,citizenship,club,height,market_value,name,national_caps,national_goals,position,profile_url,season_stats_appearances,season_stats_assists,season_stats_goals,season_stats_minutes
27,ROOF,"Sep 9, 1997",247,44,31,13067,Slovakia,Union Berlin,"1,81 m","€3.00m Jun 5, 2025",László Bénes,30,2,Central Midfield,https://www.transfermarkt.com/laszlo-benes/profil/spieler/243188,25,1,2,726'
26,,"Apr 13, 1999",201,17,14,13709,Hungary,Union Berlin,"1,78 m","€5.00m Jun 5, 2025",András Schäfer,37,4,Central Midfield,https://www.transfermarkt.com/andras-schafer/profil/spieler/454863,28,1,1,"1,646'"
32,,"Jan 6, 1993",338,25,12,24535,Guadeloupe,Union Berlin,"1,75 m","€800k Jun 5, 2025",Jérôme Roussillon,15,2,Left-Back,https://www.transfermarkt.com/jerome-roussillon/profil/spieler/127076,7,-,-,131'
31,Unique Sports Group,"Apr 2, 1994",433,31,52,28608,Germany,Union Berlin,"1,87 m","€2.50m Jun 5, 2025",Janik Haberer,9,1,Central Midfield,https://www.transfermarkt.com/janik-haberer/profil/spieler/177779,30,-,-,"1,859'"
25,Apertura Sports GmbH,"Sep 20, 1999",218,30,35,10816,South,Union Berlin,"1,79 m","€4.00m Jun 5, 2025",Woo-yeong Jeong,22,4,Attacking Midfield,https://www.transfermarkt.com/woo-yeong-jeong/profil/spieler/297583,23,2,3,"1,272'"
29,Elite Sports ...,"May 20, 1996",321,57,72,21632,Denmark,Union Berlin,"1,85 m","€4.00m Jun 5, 2025",Robert Skov,14,7,Left Midfield,https://www.transfermarkt.com/robert-skov/profil/spieler/270393,16,2,2,913'
20,,"Oct 26, 2004",71,4,3,3048,Germany,Union Berlin,"1,72 m","€400k Jun 5, 2025",David Preu,,,Left Winger,https://www.transfermarkt.com/david-preu/profil/spieler/745075,5,-,-,119'
28,Unique Sports Group,"Sep 7, 1996",231,16,26,11884,Germany,Union Berlin,"1,81 m","€2.00m Jun 5, 2025",Tim Skarke,1,0,Right Winger,https://www.transfermarkt.com/tim-skarke/profil/spieler/287920,35,2,-,"1,209'"
24,PRO Profil GmbH,"May 17, 2001",237,36,73,14042,Germany,Union Berlin,"1,81 m","€12.00m Jun 5, 2025",Benedict Hollerbach,2,1,Centre-Forward,https://www.transfermarkt.com/benedict-hollerbach/profil/spieler/453870,36,4,9,"2,662'"
29,VPA SPORTS ...,"May 14, 1996",263,22,100,18069,Croatia,Union Berlin,"1,89 m","€1.20m Jun 5, 2025",Ivan Prtajin,2,0,Centre-Forward,https://www.transfermarkt.com/ivan-prtajin/profil/spieler/340700,5,-,-,158'
32,Unique Sports Group,"Jul 30, 1992",,,,,Germany,Union Berlin,"1,79 m","€700k Jun 5, 2025",Kevin Volland,15,1,Centre-Forward,https://www.transfermarkt.com/kevin-volland/profil/spieler/82009,,,,
23,Stars & Friends,"Feb 28, 2002",159,12,46,8708,Croatia,Union Berlin,"1,83 m","€4.00m Jun 5, 2025",Marin Ljubicic,19,9,Centre-Forward,https://www.transfermarkt.com/marin-ljubicic/profil/spieler/838236,39,4,6,"2,033'"
25,,"Apr 3, 2000",185,22,72,13001,Serbia,Union Berlin,"1,89 m","€4.00m Jun 5, 2025",Andrej Ilic,6,0,Centre-Forward,https://www.transfermarkt.com/andrej-ilic/profil/spieler/583699,17,-,7,944'
29,Wasserman,"Sep 20, 1995",231,6,,20462,Germany,FC St. Pauli,"1,93 m","€300k Jun 5, 2025",Eric Oelschlägel,0,0,Goalkeeper,https://www.transfermarkt.com/eric-oelschlagel/profil/spieler/152460,2,,,180'
24,Soccer and more,"Dec 9, 2000",140,3,,12478,Germany,FC St. Pauli,"1,95 m","€500k Jun 5, 2025",Ben Voll,,,Goalkeeper,https://www.transfermarkt.com/ben-voll/profil/spieler/453742,5,,,328'
29,,"Dec 2, 1995",258,10,,22870,Bosnia-Herzegovina,FC St. Pauli,"1,93 m","€3.50m Jun 5, 2025",Nikola Vasilj,18,0,Goalkeeper,https://www.transfermarkt.com/nikola-vasilj/profil/spieler/248454,35,,,"3,180'"
35,SEG,"Oct 30, 1989",301,14,,26952,Germany,FC St. Pauli,"1,87 m","€200k Jun 5, 2025",Sascha Burchert,2,0,Goalkeeper,https://www.transfermarkt.com/sascha-burchert/profil/spieler/36898,,,,
27,,"Sep 9, 1997",98,2,,8503,Germany,FC St. Pauli,"1,94 m","€50k Jun 5, 2025",Sören Ahlers,,,Goalkeeper,https://www.transfermarkt.com/soren-ahlers/profil/spieler/333074,,,,
28,A.M.A. Sports Agency,"Jan 8, 1997",309,23,13,22833,Sweden,FC St. Pauli,"1,92 m","€5.00m Jun 5, 2025",Eric Smith,0,0,Centre-Back,https://www.transfermarkt.com/eric-smith/profil/spieler/292534,34,1,2,"3,038'"
24,YOU FIRST,"Mar 18, 2001",,,,,Austria,FC St. Pauli,"1,91 m","€4.00m Jun 5, 2025",David Nemeth,8,0,Centre-Back,https://www.transfermarkt.com/david-nemeth/profil/spieler/451906,26,1,1,"2,301'"
29,,"Sep 25, 1995",239,10,12,14389,Poland,FC St. Pauli,"1,85 m","€600k Jun 5, 2025",Adam Dzwigala,0,0,Centre-Back,https://www.transfermarkt.com/adam-dzwigala/profil/spieler/236966,17,-,1,412'
31,Teamgeist ...,"Apr 15, 1994",432,8,17,37541,Germany,FC St. Pauli,"1,89 m","€1.50m Jun 5, 2025",Hauke Wahl,,,Centre-Back,https://www.transfermarkt.com/hauke-wahl/profil/spieler/154147,35,-,-,"3,131'"
27,,"May 30, 1998",182,5,5,14096,Belgium,FC St. Pauli,"1,85 m","€2.50m Jun 5, 2025",Siebe Van der Heyden,1,0,Centre-Back,https://www.transfermarkt.com/siebe-van-der-heyden/profil/spieler/400131,15,-,1,972'
32,Signature - ISCM AG,"May 16, 1993",508,14,24,43062,Estonia,FC St. Pauli,"1,91 m","€1.30m Jun 5, 2025",Karol Mets,100,0,Centre-Back,https://www.transfermarkt.com/karol-mets/profil/spieler/139304,12,-,-,"1,110'"
20,Verde Sports ...,"Mar 7, 2005",87,1,1,6879,Germany,FC St. Pauli,"1,94 m","€125k Jun 5, 2025",Muhammad Dahaba,,,Centre-Back,https://www.transfermarkt.com/muhammad-dahaba/profil/spieler/914890,22,-,-,"1,409'"
24,YOU FIRST,"Dec 3, 2000",197,19,1,14622,Germany,FC St. Pauli,"1,73 m","€5.00m Jun 5, 2025",Philipp Treu,2,0,Left-Back,https://www.transfermarkt.com/philipp-treu/profil/spieler/335993,35,4,-,"3,095'"
28,feel soccer GmbH,"Sep 12, 1996",370,27,34,27791,Greece,FC St. Pauli,"1,77 m","€3.00m Jun 5, 2025",Manolis Saliakas,4,0,Right-Back,https://www.transfermarkt.com/manolis-saliakas/profil/spieler/242661,31,2,2,"2,411'"
27,think forward,"May 7, 1998",292,27,19,21023,Germany,FC St. Pauli,"1,85 m","€1.00m Jun 5, 2025",Lars Ritzka,,,Left-Back,https://www.transfermarkt.com/lars-ritzka/profil/spieler/333903,23,-,2,971'
18,LEADERBROCK,"Jan 7, 2007",59,6,3,4665,Germany,FC St. Pauli,"1,80 m","€200k Jun 5, 2025",Marwin Schmitz,1,0,Defensive Midfield,https://www.transfermarkt.com/marwin-schmitz/profil/spieler/1003534,26,2,-,"2,043'"
24,Wasserman,"Jul 6, 2000",194,3,2,15334,States,FC St. Pauli,"1,86 m","€3.00m Jun 5, 2025",James Sands,13,0,Defensive Midfield,https://www.transfermarkt.com/james-sands/profil/spieler/393321,7,-,-,452'
22,,"Apr 10, 2003",62,5,1,3851,Wales,FC St. Pauli,"1,79 m","€500k Jun 5, 2025",Fin Stevens,20,1,Right-Back,https://www.transfermarkt.com/fin-stevens/profil/spieler/587019,2,-,-,72'
32,,"Mar 7, 1993",414,48,43,34647,Australia,FC St. Pauli,"1,89 m","€2.00m Jun 5, 2025",Jackson Irvine,,,Central Midfield,https://www.transfermarkt.com/jackson-irvine/profil/spieler/192557,,,,
26,Unique Sports Group,"May 3, 1999",216,11,29,12662,Germany,FC St. Pauli,"1,86 m","€2.00m Jun 5, 2025",Carlo Boukhalfa,,,Central Midfield,https://www.transfermarkt.com/carlo-boukhalfa/profil/spieler/329373,,,,
21,VIDA 11,"Jul 14, 2003",127,9,12,9957,Germany,FC St. Pauli,"1,81 m","€3.00m Jun 5, 2025",Robert Wagner,3,0,Central Midfield,https://www.transfermarkt.com/robert-wagner/profil/spieler/690429,14,-,-,565'
25,,"Nov 5, 1999",156,17,15,9593,Australia,FC St. Pauli,"1,83 m","€2.50m Jun 5, 2025",Connor Metcalfe,24,0,Central Midfield,https://www.transfermarkt.com/connor-metcalfe/profil/spieler/522223,11,-,-,427'
23,,"Oct 14, 2001",162,16,7,10541,Sweden,FC St. Pauli,"1,84 m","€500k Jun 5, 2025",Erik Ahlstrand,1,0,Central Midfield,https://www.transfermarkt.com/erik-ahlstrand/profil/spieler/501049,19,3,-,"1,026'"
23,PRO Profil GmbH,"Sep 20, 2001",218,43,25,12730,Germany,FC St. Pauli,"1,81 m","€5.00m Jun 5, 2025",Noah Weißhaupt,6,0,Left Winger,https://www.transfermarkt.com/noah-weisshaupt/profil/spieler/392163,25,3,1,"1,348'"
28,,"Apr 5, 1997",310,58,78,19882,Luxembourg,FC St. Pauli,"1,85 m","€1.50m Jun 5, 2025",Danel Sinani,,,Attacking Midfield,https://www.transfermarkt.com/danel-sinani/profil/spieler/346499,,,,
21,Footfeel ISM,"Jun 22, 2004",68,10,15,3517,Germany,FC St. Pauli,"1,89 m","€100k Jun 5, 2025",Romeo Aigbekaen,,,Left Winger,https://www.transfermarkt.com/romeo-aigbekaen/profil/spieler/795387,26,5,7,"1,514'"
27,,"Mar 10, 1998",199,16,54,11644,Guinea,FC St. Pauli,"1,89 m","€4.00m Jun 5, 2025",Morgan Guilavogui,21,2,Right Winger,https://www.transfermarkt.com/morgan-guilavogui/profil/spieler/691786,27,4,7,"1,979'"
25,,"Dec 27, 1999",166,28,63,12241,Tunisia,FC St. Pauli,"1,85 m","€4.00m Jun 5, 2025",Elias Saad,3,0,Left Winger,https://www.transfermarkt.com/elias-saad/profil/spieler/526466,19,2,3,951'
27,,"Sep 11, 1997",286,23,63,18764,England,FC St. Pauli,"1,80 m","€4.00m Jun 5, 2025",Oladapo Afolayan,,,Right Winger,https://www.transfermarkt.com/oladapo-afolayan/profil/spieler/487850,34,2,3,"1,766'"
34,,"Mar 15, 1991",534,15,,47996,Germany,Heidenheim,"1,90 m","€700k Jun 5, 2025",Kevin Müller,7,0,Goalkeeper,https://www.transfermarkt.com/kevin-muller/profil/spieler/43824,42,,,"3,750'"
27,ROOF,"May 8, 1998",320,44,132,20752,Germany,FC St. Pauli,"1,83 m","€2.50m Jun 5, 2025",Johannes Eggestein,11,2,Centre-Forward,https://www.transfermarkt.com/johannes-eggestein/profil/spieler/251303,29,6,4,"2,074'"
35,CMA Group,"Mar 23, 1990",480,31,143,31052,Denmark,FC St. Pauli,"1,93 m","€300k Jun 5, 2025",Andreas Albers,,,Centre-Forward,https://www.transfermarkt.com/andreas-albers/profil/spieler/88647,15,-,1,56'
23,,"Sep 26, 2001",118,20,21,6217,Scotland,FC St. Pauli,"1,83 m","€500k Jun 5, 2025",Scott Banks,7,0,Right Winger,https://www.transfermarkt.com/scott-banks/profil/spieler/596821,12,-,-,106'
21,,"Jan 5, 2004",30,7,17,1554,Gambia,FC St. Pauli,"1,85 m","€500k Jun 5, 2025",Abdoulie Ceesay,3,1,Centre-Forward,https://www.transfermarkt.com/abdoulie-ceesay/profil/spieler/1280281,15,2,4,520'
21,,"Jan 7, 2004",47,3,,4131,Germany,Heidenheim,"1,83 m","€500k Jun 5, 2025",Frank Feller,0,0,Goalkeeper,https://www.transfermarkt.com/frank-feller/profil/spieler/806948,6,,,510'
25,Ballarbeit,"Mar 9, 2000",207,7,8,16091,Germany,Heidenheim,"1,87 m","€2.00m Jun 5, 2025",Tim Siersleben,2,0,Centre-Back,https://www.transfermarkt.com/tim-siersleben/profil/spieler/337092,29,1,2,"2,308'"
34,CAA Stellar,"Nov 5, 1990",190,20,1,16934,Germany,Heidenheim,"1,91 m","€250k Jun 5, 2025",Vitus Eicher,,,Goalkeeper,https://www.transfermarkt.com/vitus-eicher/profil/spieler/57796,1,,,90'
28,,"Feb 19, 1997",317,13,14,25525,Germany,Heidenheim,"1,87 m","€3.00m Jun 5, 2025",Benedikt Gimber,10,1,Centre-Back,https://www.transfermarkt.com/benedikt-gimber/profil/spieler/227084,37,-,-,"2,946'"
33,,"Jun 26, 1991",384,46,120,24067,Germany,FC St. Pauli,"1,79 m","€300k Jun 5, 2025",Simon Zoller,,,Centre-Forward,https://www.transfermarkt.com/simon-zoller/profil/spieler/79967,,,,
23,B360 Sports,"Jan 20, 2002",5,1,,480,Austria,Heidenheim,"1,86 m","€100k Jun 5, 2025",Paul Tschernuth,2,0,Goalkeeper,https://www.transfermarkt.com/paul-tschernuth/profil/spieler/519035,,,,
30,,"Nov 6, 1994",459,11,57,40309,Germany,Heidenheim,"1,94 m","€3.00m Jun 5, 2025",Patrick Mainka,,,Centre-Back,https://www.transfermarkt.com/patrick-mainka/profil/spieler/133731,46,1,2,"4,154'"
27,Niagara Sports ...,"Feb 4, 1998",275,26,8,19205,Germany,Heidenheim,"1,87 m","€4.00m Jun 5, 2025",Omar Traoré,,,Right-Back,https://www.transfermarkt.com/omar-traore/profil/spieler/388294,43,2,-,"3,347'"
24,Teamgeist ...,"Apr 17, 2001",206,5,21,14359,Germany,Heidenheim,"1,95 m","€1.50m Jun 5, 2025",Julian Niehues,,,Defensive Midfield,https://www.transfermarkt.com/julian-niehues/profil/spieler/530173,10,-,-,287'
25,B360 Sports,"Aug 5, 1999",114,1,11,7090,Germany,Heidenheim,"1,86 m","€500k Jun 5, 2025",Thomas Keller,4,0,Centre-Back,https://www.transfermarkt.com/thomas-keller/profil/spieler/485747,8,-,1,282'
30,,"Dec 8, 1994",385,36,7,30556,Germany,Heidenheim,"1,82 m","€1.20m Jun 5, 2025",Marnon Busch,1,0,Right-Back,https://www.transfermarkt.com/marnon-busch/profil/spieler/117478,34,1,-,"2,210'"
29,Unique Sports Group,"Jan 26, 1996",379,19,10,30240,Germany,Heidenheim,"1,84 m","€1.50m Jun 5, 2025",Jonas Föhrenbach,0,0,Left-Back,https://www.transfermarkt.com/jonas-fohrenbach/profil/spieler/192169,35,1,-,"2,088'"
28,,"Jun 9, 1997",318,53,65,20127,Germany,Heidenheim,"1,86 m","€2.00m Jun 5, 2025",Adrian Beck,,,Attacking Midfield,https://www.transfermarkt.com/adrian-beck/profil/spieler/273669,43,3,5,"2,256'"
23,Soccer and more,"Mar 10, 2002",167,13,16,11948,Germany,Heidenheim,"1,84 m","€1.50m Jun 5, 2025",Luca Kerber,,,Central Midfield,https://www.transfermarkt.com/luca-kerber/profil/spieler/809498,34,-,2,"1,470'"
26,KL Sportsbase,"Jun 12, 1999",199,10,17,14646,Germany,Heidenheim,"1,90 m","€4.00m Jun 5, 2025",Jan Schöppner,,,Central Midfield,https://www.transfermarkt.com/jan-schoppner/profil/spieler/581357,44,2,5,"3,261'"
19,11WINS,"Dec 23, 2005",115,18,19,7039,Germany,Heidenheim,"1,85 m","€18.00m Jun 5, 2025",Paul Wanner,5,1,Attacking Midfield,https://www.transfermarkt.com/paul-wanner/profil/spieler/900909,41,4,6,"2,405'"
27,AVENT SPORTS ...,"Jan 15, 1998",308,22,19,22944,Germany,Heidenheim,"1,78 m","€3.50m Jun 5, 2025",Niklas Dorsch,13,1,Defensive Midfield,https://www.transfermarkt.com/niklas-dorsch/profil/spieler/251302,,,,
38,,"Jan 24, 1987",587,28,30,44544,Germany,Heidenheim,"1,83 m","€175k Jun 5, 2025",Norman Theuerkauf,,,Defensive Midfield,https://www.transfermarkt.com/norman-theuerkauf/profil/spieler/31599,12,-,1,858'
21,,"Jan 19, 2004",43,1,2,3260,Germany,Heidenheim,"1,83 m","€200k Jun 5, 2025",Luka Janes,,,Defensive Midfield,https://www.transfermarkt.com/luka-janes/profil/spieler/825971,,,,
28,HAGMAYR ...,"Dec 20, 1996",295,31,48,16087,Austria,Heidenheim,"1,88 m","€2.00m Jun 5, 2025",Mathias Honsak,,,Left Winger,https://www.transfermarkt.com/mathias-honsak/profil/spieler/283497,35,3,9,"1,815'"
20,Robert Schneider,"Apr 11, 2005",61,2,28,4376,Germany,Heidenheim,"1,72 m","€250k Jun 5, 2025",Christopher Negele,,,Left Winger,https://www.transfermarkt.com/christopher-negele/profil/spieler/924339,1,-,-,29'
31,Bene-Sport,"Mar 10, 1994",347,53,153,22949,Georgia,Heidenheim,"1,89 m","€2.00m Jun 5, 2025",Budu Zivzivadze,36,8,Centre-Forward,https://www.transfermarkt.com/budu-zivzivadze/profil/spieler/187097,39,7,16,"2,960'"
25,,"Oct 4, 1999",226,32,62,13817,Germany,Heidenheim,"1,91 m","€5.50m Jun 5, 2025",Marvin Pieringer,,,Centre-Forward,https://www.transfermarkt.com/marvin-pieringer/profil/spieler/471055,40,6,8,"2,620'"
28,,"Jul 9, 1996",311,39,59,16957,Germany,Heidenheim,"1,78 m","€1.50m Jun 5, 2025",Sirlord Conteh,,,Right Winger,https://www.transfermarkt.com/sirlord-conteh/profil/spieler/307183,38,5,3,"1,416'"
31,,"Apr 28, 1994",286,28,82,12906,Germany,Heidenheim,"1,85 m","€500k Jun 5, 2025",Stefan Schimmer,,,Centre-Forward,https://www.transfermarkt.com/stefan-schimmer/profil/spieler/394033,14,-,1,327'
32,Sports360 GmbH,"May 12, 1993",425,5,,38380,Germany,VfL Bochum,"1,92 m","€800k Jun 5, 2025",Timo Horn,4,0,Goalkeeper,https://www.transfermarkt.com/timo-horn/profil/spieler/84938,13,,,"1,170'"
24,Robert Schneider,"Aug 14, 2000",153,4,51,7870,Germany,Heidenheim,"1,95 m","€1.50m Jun 5, 2025",Maximilian Breunig,1,0,Centre-Forward,https://www.transfermarkt.com/maximilian-breunig/profil/spieler/584254,22,1,5,677'
32,,"Feb 4, 1993",334,15,,30013,Germany,VfL Bochum,"1,94 m","€500k Jun 5, 2025",Patrick Drewes,,,Goalkeeper,https://www.transfermarkt.com/patrick-drewes/profil/spieler/94192,22,,,"1,980'"
26,CM FOOTBALL ...,"Sep 13, 1998",152,47,46,9845,Brazil,Heidenheim,"1,75 m","€3.00m Jun 5, 2025",Leo Scienza,,,Left Winger,https://www.transfermarkt.com/leo-scienza/profil/spieler/804219,,,,
24,,"Apr 10, 2001",88,2,,7939,Germany,VfL Bochum,"1,93 m","€50k Jun 5, 2025",Paul Grave,,,Goalkeeper,https://www.transfermarkt.com/paul-grave/profil/spieler/452192,2,,,180'
26,,"Nov 22, 1998",201,1,6,13435,Serbia,VfL Bochum,"1,89 m","€2.00m Jun 5, 2025",Erhan Masovic,5,0,Centre-Back,https://www.transfermarkt.com/erhan-masovic/profil/spieler/343959,17,1,1,984'
20,M-Soccermanagement,"Jul 19, 2004",43,1,5,3570,Germany,VfL Bochum,"1,85 m","€200k Jun 5, 2025",Mohammed Tolba,,,Centre-Back,https://www.transfermarkt.com/mohammed-tolba/profil/spieler/813730,,,,
30,,"May 14, 1995",249,9,8,17979,Brazil,VfL Bochum,"1,86 m","€5.50m Jun 5, 2025",Bernardo,,,Centre-Back,https://www.transfermarkt.com/bernardo/profil/spieler/364258,21,-,-,"1,781'"
26,,"Sep 7, 1998",181,8,17,14417,Croatia,VfL Bochum,"1,93 m","€2.00m Jun 5, 2025",Jakov Medic,,,Centre-Back,https://www.transfermarkt.com/jakov-medic/profil/spieler/488755,23,-,1,"1,604'"
32,,"Jul 8, 1992",288,5,13,24219,Ukraine,VfL Bochum,"1,95 m","€1.00m Jun 5, 2025",Ivan Ordets,12,1,Centre-Back,https://www.transfermarkt.com/ivan-ordets/profil/spieler/118850,22,-,-,"1,865'"
29,Sports360 GmbH,"Aug 21, 1995",400,49,27,33273,Germany,VfL Bochum,"1,73 m","€1.50m Jun 5, 2025",Maximilian Wittek,15,0,Left-Back,https://www.transfermarkt.com/maximilian-wittek/profil/spieler/196793,34,1,-,"2,805'"
27,Teamgeist ...,"May 29, 1998",240,58,54,17680,Germany,VfL Bochum,"1,70 m","€2.00m Jun 5, 2025",Felix Passlack,4,0,Right-Back,https://www.transfermarkt.com/felix-passlack/profil/spieler/274461,32,6,1,"2,435'"
21,CN Sports,"Oct 6, 2003",106,2,2,8090,Germany,VfL Bochum,"1,89 m","€5.00m Jun 5, 2025",Tim Oermann,7,0,Centre-Back,https://www.transfermarkt.com/tim-oermann/profil/spieler/696164,30,2,-,"2,230'"
35,Wasserman,"Oct 24, 1989",323,12,4,23780,Rica,VfL Bochum,"1,75 m","€500k Jun 5, 2025",Cristian Gamboa,79,3,Right-Back,https://www.transfermarkt.com/cristian-gamboa/profil/spieler/121686,12,-,1,217'
20,ROOF Talents,"Jul 26, 2004",109,8,3,8883,Germany,VfL Bochum,"1,72 m","€200k Jun 5, 2025",Niklas Jahn,,,Defensive Midfield,https://www.transfermarkt.com/niklas-jahn/profil/spieler/744600,18,3,1,"1,455'"
27,,"Oct 27, 1997",264,17,8,18491,Mali,VfL Bochum,"1,93 m","€6.00m Jun 5, 2025",Ibrahima Sissoko,3,0,Defensive Midfield,https://www.transfermarkt.com/ibrahima-sissoko/profil/spieler/372712,33,1,2,"2,714'"
24,Dirk Hebel,"Jun 22, 2001",271,16,33,20059,Germany,VfL Bochum,"1,82 m","€4.00m Jun 5, 2025",Tom Krauß,14,3,Central Midfield,https://www.transfermarkt.com/tom-krauss/profil/spieler/405687,37,4,2,"2,696'"
39,,"Mar 10, 1986",654,27,38,56433,France,VfL Bochum,"1,85 m","€500k Jun 5, 2025",Anthony Losilla,,,Defensive Midfield,https://www.transfermarkt.com/anthony-losilla/profil/spieler/111266,22,-,-,"1,208'"
29,Stars & Friends,"Sep 6, 1995",367,50,62,27747,Slovakia,VfL Bochum,"1,81 m","€3.00m Jun 5, 2025",Matus Bero,36,1,Central Midfield,https://www.transfermarkt.com/matus-bero/profil/spieler/204047,31,2,5,"2,661'"
20,CN Sports,"Oct 28, 2004",61,3,15,3676,Germany,VfL Bochum,"1,95 m","€1.00m Jun 5, 2025",Mats Pannewig,,,Central Midfield,https://www.transfermarkt.com/mats-pannewig/profil/spieler/796221,,,,
27,PUM,"Jan 28, 1998",358,39,86,25946,Netherlands,VfL Bochum,"1,84 m","€2.50m Jun 5, 2025",Dani de Wit,17,11,Attacking Midfield,https://www.transfermarkt.com/dani-de-wit/profil/spieler/340459,,,,
28,,"Mar 26, 1997",272,29,33,14295,Japan,VfL Bochum,"1,67 m","€1.50m Jun 5, 2025",Koji Miyoshi,,,Right Midfield,https://www.transfermarkt.com/koji-miyoshi/profil/spieler/295060,19,-,1,587'
20,DC International ...,"Jan 7, 2005",92,17,27,6926,Germany,VfL Bochum,"1,87 m",,Lennart Koerdt,1,0,Attacking Midfield,https://www.transfermarkt.com/lennart-koerdt/profil/spieler/930008,35,10,8,"2,607'"
31,Target Sport,"Jan 1, 1994",445,35,83,26667,Greece,VfL Bochum,"1,84 m","€2.00m Jun 5, 2025",Georgios Masouras,51,10,Left Winger,https://www.transfermarkt.com/georgios-masouras/profil/spieler/329517,31,-,3,"1,583'"
30,Sports360 GmbH,"Mar 25, 1995",289,33,44,16991,Philippines,VfL Bochum,"1,85 m","€700k Jun 5, 2025",Gerrit Holtmann,6,2,Left Winger,https://www.transfermarkt.com/gerrit-holtmann/profil/spieler/190289,23,1,2,"1,138'"
21,,"Feb 13, 2004",120,29,20,6796,Germany,VfL Bochum,"1,79 m","€500k Jun 5, 2025",Samuel Bamba,5,0,Right Winger,https://www.transfermarkt.com/samuel-bamba/profil/spieler/684318,9,1,-,243'
24,Teamgeist ...,"Sep 23, 2000",154,18,19,7025,Germany,VfL Bochum,"1,90 m","€2.00m Jun 5, 2025",Moritz Broschinski,,,Centre-Forward,https://www.transfermarkt.com/moritz-broschinski/profil/spieler/406973,34,3,1,"1,471'"
26,CORESPORT,"Jan 18, 1999",202,18,,18205,Germany,Holstein Kiel,"1,91 m","€1.00m Jun 5, 2025",Timon Weiner,,,Goalkeeper,https://www.transfermarkt.com/timon-weiner/profil/spieler/296428,27,,,"2,430'"
32,ROOF,"Mar 30, 1993",493,45,166,34485,Germany,VfL Bochum,"1,95 m","€1.00m Jun 5, 2025",Philipp Hofmann,17,9,Centre-Forward,https://www.transfermarkt.com/philipp-hofmann/profil/spieler/119037,33,3,3,"2,378'"
24,Team Raiola,"Jan 14, 2001",213,18,75,12139,Netherlands,VfL Bochum,"1,81 m","€7.00m Jun 5, 2025",Myron Boadu,1,1,Centre-Forward,https://www.transfermarkt.com/myron-boadu/profil/spieler/412932,20,1,9,"1,062'"
32,,"Apr 5, 1993",245,7,,21959,Germany,Holstein Kiel,"1,91 m","€175k Jun 5, 2025",Marcel Engelhardt,,,Goalkeeper,https://www.transfermarkt.com/marcel-engelhardt/profil/spieler/124080,-,,,0'
31,HAGMAYR ...,"Jan 4, 1994",324,12,,28852,Germany,Holstein Kiel,"1,93 m","€400k Jun 5, 2025",Thomas Dähne,4,0,Goalkeeper,https://www.transfermarkt.com/thomas-dahne/profil/spieler/115979,9,,,810'
23,Seven Stars,"Dec 2, 2001",162,1,4,12403,Serbia,Holstein Kiel,"1,91 m","€2.00m Jun 5, 2025",Marko Ivezic,1,0,Centre-Back,https://www.transfermarkt.com/marko-ivezic/profil/spieler/706024,25,-,-,"1,821'"
25,Universal Twenty Two,"Jan 5, 2000",206,3,16,17301,Slovenia,Holstein Kiel,"1,90 m","€2.50m Jun 5, 2025",David Zec,2,0,Centre-Back,https://www.transfermarkt.com/david-zec/profil/spieler/469709,46,1,6,"3,971'"
28,KL Sportsbase,"Mar 25, 1997",301,15,21,22766,Germany,Holstein Kiel,"1,90 m","€1.50m Jun 5, 2025",Timo Becker,,,Centre-Back,https://www.transfermarkt.com/timo-becker/profil/spieler/282349,32,2,-,"2,596'"
23,,"Jul 7, 2001",179,8,18,13476,Germany,Holstein Kiel,"1,85 m","€1.50m Jun 5, 2025",Max Geschwill,,,Centre-Back,https://www.transfermarkt.com/max-geschwill/profil/spieler/471890,23,2,1,"1,645'"
28,,"Nov 26, 1996",251,21,9,19533,Germany,Holstein Kiel,"1,84 m","€800k Jun 5, 2025",Marco Komenda,,,Centre-Back,https://www.transfermarkt.com/marco-komenda/profil/spieler/335631,20,-,-,"1,325'"
22,ROOF,"Jan 24, 2003",115,4,11,9810,Germany,Holstein Kiel,"1,92 m","€1.50m Jun 5, 2025",Colin Kleine-Bekel,5,1,Centre-Back,https://www.transfermarkt.com/colin-kleine-bekel/profil/spieler/622722,,,,
31,,"May 23, 1994",273,7,21,21953,Sweden,Holstein Kiel,"1,94 m","€500k Jun 5, 2025",Carl Johansson,2,0,Centre-Back,https://www.transfermarkt.com/carl-johansson/profil/spieler/225043,11,-,-,631'
22,,"Nov 2, 2002",117,8,7,6810,Slovakia,Holstein Kiel,"1,83 m","€550k Jun 5, 2025",Dominik Javorcek,0,0,Left-Back,https://www.transfermarkt.com/dominik-javorcek/profil/spieler/610608,20,2,1,943'
24,FairSport,"Dec 24, 2000",116,5,1,8944,Croatia,Holstein Kiel,"1,85 m","€800k Jun 5, 2025",Ivan Nekic,8,0,Centre-Back,https://www.transfermarkt.com/ivan-nekic/profil/spieler/464333,20,1,-,"1,788'"
22,YMU Management Ltd.,"Jul 31, 2002",172,27,9,13937,States,Holstein Kiel,"1,70 m","€2.50m Jun 5, 2025",John Tolkin,5,0,Left-Back,https://www.transfermarkt.com/john-tolkin/profil/spieler/683812,11,2,-,739'
